distances
99.39084313530093
29.403908061801992
19.99672810955984
25.106078362256138
36.41231346985194
40.41821561851911
30.267436213669967
35.24799325289739
37.7066422896769
43.40165883346289
33.61547262794322
33.61547262794322

