distances4
649.3676383963127
579.3850384330178
530.0330009435087
460.08780734649787
390.1472683774708
320.2484188162502
250.38965774061438
180.62577338133048
111.23032778686692
43.64438444103076
33.61547262794322
33.61547262794322

