distances5
571.4695232760116
501.5484538589523
452.1911074892207
382.2697126002526
312.40135943912594
242.58244410588975
172.94191688034195
103.80282862417351
37.7066422896769
43.40165883346289
107.96758772891057
107.96758772891057

