distances2
292.6540807850828
222.7540433112645
173.54728217228552
104.05386299459268
36.41231346985194
40.41821561851911
108.31735990777487
177.8421021536854
247.66370713270138
317.5456927191324
385.3167528151352
385.3167528151352

